id,ratio_TSS_0,ratio_TSS_1
ENST00000623980.1,1.664451827242525,0.8003992015968063
ENST00000401395.1,,1.0
ENST00000637069.1,,1.2493765586034913
ENST00000366110.4,,1.4987531172069826
ENST00000604037.1,,
ENST00000215855.7,,
ENST00000404334.1,,
ENST00000651679.1,,
ENST00000651629.1,,
ENST00000398215.3,,
ENST00000623422.1,,
ENST00000411511.5,,
ENST00000432495.1,,
ENST00000650352.1,,
ENST00000649082.1,,
ENST00000412472.2,,
ENST00000433457.2,,
ENST00000434827.1,,
ENST00000467672.5,0.7506234413965087,1.1663893510815309
ENST00000650500.2,,
ENST00000650168.1,,
ENST00000444995.7,,
ENST00000609330.1,,
ENST00000609964.1,,
ENST00000603243.1,,
ENST00000382734.9,4.4825870646766175,
ENST00000615588.1,1.1663893510815309,1.1996007984031936
ENST00000415709.5,1.3992015968063873,3.2443890274314215
ENST00000509460.2,0.4293865905848787,0.9231360491929285
ENST00000609475.1,,
ENST00000453811.1,,
ENST00000668059.1,,
ENST00000661676.1,,
ENST00000324198.11,,
ENST00000619906.4,,
ENST00000413494.1,1.0,1.9950248756218907
ENST00000418510.1,,1.0
ENST00000410653.1,1.0,1.0
ENST00000536101.5,,
ENST00000335473.12,,
ENST00000407587.6,1.4975124378109452,
ENST00000624255.1,,
ENST00000596813.1,1.0,
ENST00000609820.5,1.0,
ENST00000608921.5,1.0,
ENST00000597614.6,1.0,
ENST00000609809.1,1.0,
ENST00000595102.5,1.0,
ENST00000595093.1,1.0,
ENST00000597548.5,1.0,
ENST00000609157.5,1.0,
ENST00000597284.5,1.0,
ENST00000600211.5,1.0,
ENST00000609275.5,1.0,
ENST00000411124.1,,
ENST00000436423.1,,
ENST00000440996.1,,1.0
ENST00000420391.1,,
ENST00000652418.1,,
ENST00000434510.2,,
ENST00000248933.11,,
ENST00000404234.7,,
ENST00000529632.6,,
ENST00000360929.7,,
ENST00000629590.2,,
ENST00000343706.8,,
ENST00000414989.2,,
ENST00000402979.1,,
ENST00000403121.5,,
ENST00000516458.1,,
ENST00000450463.1,,
ENST00000215906.6,,
ENST00000402105.7,0.846272098385857,0.9286224125624554
ENST00000398145.7,400.99999999999994,6.472636815920398
ENST00000336873.9,400.99999999999994,10.900990099009901
ENST00000215917.11,,
ENST00000619735.4,1.4663557628247836,1.408905043162199
ENST00000407431.5,1.0,1.0
ENST00000407690.6,901.0,6.9405940594059405
ENST00000407148.5,901.0,4.96039603960396
ENST00000405938.5,901.0,4.96039603960396
ENST00000566814.1,,
ENST00000565764.1,,
ENST00000408833.1,0.7506234413965087,0.7146932952924394
ENST00000395823.2,1.0,1.0
ENST00000398110.6,1.0,0.6672212978369384
ENST00000338754.9,301.0,301.0
ENST00000403880.5,,
ENST00000668614.1,,
ENST00000647684.1,,301.0
ENST00000354760.4,,
ENST00000425548.1,,
ENST00000643270.1,,
ENST00000613780.4,,
ENST00000617016.1,,
ENST00000618919.1,,
ENST00000613562.1,,
ENST00000382641.1,1.7481296758104738,1.0
ENST00000444388.5,1.0,1.664451827242525
ENST00000449017.6,1.7481296758104738,1.664451827242525
ENST00000613656.1,1.0,
ENST00000668496.1,1.0,1.4975124378109452
ENST00000417083.1,,
ENST00000669899.1,1.0,
ENST00000434868.1,,
ENST00000670559.1,,
ENST00000664057.1,,
ENST00000422915.1,,
ENST00000438113.2,,
ENST00000623027.1,,
ENST00000363573.1,,
ENST00000623814.1,,
ENST00000624792.1,,
ENST00000453934.1,,
ENST00000658755.1,,
ENST00000623947.1,,
ENST00000430468.1,,
ENST00000427360.1,,
ENST00000650737.1,,
ENST00000444114.5,,
ENST00000449126.1,,
ENST00000657960.1,,
ENST00000426467.1,,
ENST00000454387.1,,
ENST00000668323.1,,
ENST00000625043.1,,
ENST00000623572.1,,
ENST00000654206.1,,
ENST00000440477.1,,
ENST00000415655.1,,
ENST00000422833.1,,
ENST00000440255.1,,
ENST00000417957.1,,
ENST00000302326.5,,
ENST00000634017.1,400.99999999999994,2.98019801980198
ENST00000320996.14,400.99999999999994,301.0
ENST00000335272.10,400.99999999999994,301.0
ENST00000455418.7,,
ENST00000614690.1,,
ENST00000665376.1,,601.0
ENST00000665505.1,,801.0
ENST00000435348.6,,901.0
ENST00000670661.1,,8.92079207920792
ENST00000582434.1,,0.9167360532889259
ENST00000636243.1,,0.7144896502498216
ENST00000611117.1,3.3255813953488373,1.9988901220865707
ENST00000428584.5,,
ENST00000615579.1,1.0,
ENST00000619378.1,,0.7506234413965087
ENST00000466709.3,,1.0
ENST00000364339.1,,1.0
ENST00000362927.1,1.0,1.0
ENST00000612946.4,400.99999999999994,1.4995004995004995
ENST00000619803.1,1.4975124378109452,1.0
ENST00000579233.2,,
ENST00000397906.6,,
ENST00000464581.6,0.9500249875062469,1.0
ENST00000403642.5,1.7266121707538602,2.6229712858926346
ENST00000402731.6,1.8174386920980927,2.9971469329529246
ENST00000405598.5,4.96039603960396,400.99999999999994
ENST00000650281.1,4.96039603960396,400.99999999999994
ENST00000649563.1,4.96039603960396,400.99999999999994
ENST00000425190.7,500.99999999999994,400.99999999999994
ENST00000404276.6,500.99999999999994,400.99999999999994
ENST00000348295.7,500.99999999999994,400.99999999999994
ENST00000382580.6,500.99999999999994,400.99999999999994
ENST00000216027.8,1.9950248756218907,
ENST00000398941.6,1.4975124378109452,
ENST00000421503.6,,
ENST00000448492.6,,
ENST00000249064.9,,
ENST00000405219.7,1.01999600079984,1.0116265550517383
ENST00000344347.5,3.992518703241896,7.9767441860465125
ENST00000403532.7,1001.0,1201.0
ENST00000611155.4,901.0,1001.0
ENST00000216037.10,601.0,801.0
ENST00000458080.1,,301.0
ENST00000418292.1,,4.96039603960396
ENST00000585003.1,,4.96039603960396
ENST00000607919.1,,1.3322259136212624
ENST00000422972.1,,
ENST00000447099.1,,
ENST00000544604.7,,
ENST00000402174.5,1.0,
ENST00000406323.3,1.4987531172069826,
ENST00000412798.1,1.0,
ENST00000325660.3,1.0,
ENST00000216071.5,,
ENST00000400335.9,,
ENST00000327813.9,,
ENST00000407188.5,,
ENST00000456740.1,1.0,1.0
ENST00000364001.1,,1.0
ENST00000516143.1,,1.0
ENST00000334018.11,,
ENST00000404755.7,,
ENST00000404820.7,,
ENST00000433125.1,,1.0
ENST00000216085.12,2.98019801980198,301.0
ENST00000332050.10,,
ENST00000629659.2,,
ENST00000397938.7,21.895522388059703,4301.0
ENST00000406548.5,43.57425742574257,4301.0
ENST00000331029.11,14.621262458471762,8.584830339321357
ENST00000414183.6,3.141327623126338,3.212705210563883
ENST00000333395.10,2.7489069331667704,3.212705210563883
ENST00000332035.10,2.199400299850075,2.6460905349794235
ENST00000616432.4,,
ENST00000406549.7,,
ENST00000610653.4,,
ENST00000621062.4,,
ENST00000611648.2,,
ENST00000618518.3,,
ENST00000401450.3,,
ENST00000216101.7,,
ENST00000608014.1,,
ENST00000459538.1,1.0768639508070714,1.0
ENST00000625572.1,1.0768639508070714,1.0
ENST00000650462.1,1.0,1.0
ENST00000357586.7,1.4581424406497292,1.6397441023590562
ENST00000317368.11,1.3331945022907121,1.5997600959616152
ENST00000432560.6,1.3331945022907121,1.5997600959616152
ENST00000405198.6,1.3331945022907121,1.5997600959616152
ENST00000649455.1,1.0,1.0
ENST00000439655.1,2901.0,2301.0
ENST00000616792.1,,
ENST00000354373.2,,
ENST00000461286.4,,
ENST00000658349.1,,
ENST00000310624.7,,
ENST00000634116.1,,
ENST00000411969.1,0.9375390381011867,1.0
ENST00000397871.5,1.0,1.2496878901373283
ENST00000397872.5,1.0,1.2496878901373283
ENST00000490103.6,12.881188118811881,801.0
ENST00000397873.6,12.881188118811881,801.0
ENST00000216121.12,1101.0,1101.0
ENST00000413209.6,,
ENST00000403435.5,,400.99999999999994
ENST00000361452.8,,400.99999999999994
ENST00000403999.7,,500.99999999999994
ENST00000338641.10,,500.99999999999994
ENST00000672896.1,,500.99999999999994
ENST00000334961.11,3.4875621890547266,2.197604790419162
ENST00000353887.8,3.3255813953488373,2.596806387225549
ENST00000361676.8,1.1499250374812593,1.7773459189339254
ENST00000397789.3,1.1499250374812593,1.7773459189339254
ENST00000437636.1,1.0,1.0
ENST00000420180.1,,
ENST00000416352.1,,
ENST00000216144.4,,
ENST00000364106.1,1.0,1.0
ENST00000344318.4,701.0,6.9405940594059405
ENST00000330029.6,5801.0,9101.0
ENST00000401406.3,6301.0,10501.0
ENST00000668996.1,1.0172384071711773,1.0235266439242443
ENST00000307790.8,,400.99999999999994
ENST00000397771.6,,400.99999999999994
ENST00000542393.5,,
ENST00000333027.7,,
ENST00000401950.7,,
ENST00000323630.9,,
ENST00000351488.7,,
ENST00000384724.1,,0.8003992015968063
ENST00000406629.1,1.2853067047075606,0.5560488346281909
ENST00000621576.1,2.492537313432836,1.0
ENST00000624945.1,301.0,
ENST00000453616.1,,
ENST00000429350.5,,
ENST00000432568.1,,
ENST00000336726.11,,
ENST00000403975.1,,
ENST00000423857.1,,
ENST00000451219.1,,
ENST00000432360.2,,
ENST00000447565.1,,
ENST00000608354.1,0.8751560549313359,1.3992015968063873
ENST00000403987.3,3.9702970297029703,4.96039603960396
ENST00000249075.4,400.99999999999994,4.96039603960396
ENST00000403389.1,,
ENST00000403463.1,,
ENST00000215781.3,,
ENST00000623328.1,,
ENST00000407689.8,,1.3322259136212624
ENST00000404953.7,,1.0
ENST00000434291.5,1.1426533523537803,1.0
ENST00000403362.5,1.3322259136212624,1.0
ENST00000403477.7,500.99999999999994,301.0
ENST00000215790.12,301.0,
ENST00000399824.6,1.0,0.8751560549313359
ENST00000405659.5,1.0,0.8751560549313359
ENST00000215793.13,500.99999999999994,301.0
ENST00000338306.8,,
ENST00000619645.1,,
ENST00000382363.8,,
ENST00000617837.4,301.0,400.99999999999994
ENST00000615189.5,301.0,500.99999999999994
ENST00000405717.7,1.9950248756218907,500.99999999999994
ENST00000402592.7,1.9950248756218907,1.2493765586034913
ENST00000439838.5,,1.9950248756218907
ENST00000608677.1,1.4987531172069826,1.664451827242525
ENST00000410983.1,,
ENST00000608952.1,1.0,
ENST00000629597.2,,
ENST00000266263.10,4.96039603960396,
ENST00000355143.8,4.96039603960396,
ENST00000407550.3,6.9405940594059405,
ENST00000607893.2,,
ENST00000426397.1,,
ENST00000540910.5,,
ENST00000401751.5,,
ENST00000402286.5,,
ENST00000403066.5,,
ENST00000215812.9,,
ENST00000610936.4,,
ENST00000453285.1,,
ENST00000610737.1,,
ENST00000381982.3,,
ENST00000255858.12,,
ENST00000448467.1,,
ENST00000402034.6,,
ENST00000338911.6,,
ENST00000406955.5,,
ENST00000401975.5,,
ENST00000402321.5,,
ENST00000402369.5,,
ENST00000406361.6,,
ENST00000335214.8,2.99667221297837,2.2208657047724754
ENST00000402284.7,5.983388704318938,6.647840531561463
ENST00000354694.12,1501.0,2001.0000000000002
ENST00000432130.1,,
ENST00000405677.5,,
ENST00000402281.5,,
ENST00000450638.5,,
ENST00000405742.7,,3.9702970297029703
ENST00000215838.8,301.0,3.9702970297029703
ENST00000407817.3,400.99999999999994,1.4975124378109452
ENST00000343605.5,,
ENST00000406566.1,2.492537313432836,0.5008319467554077
ENST00000510957.1,,
ENST00000673554.1,,1.0
ENST00000404885.5,,
ENST00000403268.1,,
ENST00000407308.1,,
ENST00000334679.4,,
ENST00000438716.3,,
ENST00000407373.5,,
ENST00000403222.7,,
ENST00000332585.11,1.0,
ENST00000446658.6,1.0,
ENST00000580767.3,1.0,
ENST00000401475.5,,
ENST00000437268.6,,
ENST00000535268.5,,1.6655574043261232
ENST00000424380.1,1.4987531172069826,1.1109877913429522
ENST00000422995.2,,
ENST00000215862.8,0.7780244173140954,0.7502081598667777
ENST00000397641.8,,3.9702970297029703
ENST00000644773.2,,
ENST00000610654.1,1.3331482509716823,0.9697061496516207
ENST00000614234.1,1.4543389368468875,1.0856898029134534
ENST00000616187.1,1.9468700683850602,1.2888247056209732
ENST00000619464.1,1.0249937515621095,1.3042816778961095
ENST00000602955.1,1.1934859722670106,1.1166472254624231
ENST00000602847.1,6.985037406483792,13.967581047381547
ENST00000623789.1,,
ENST00000488974.3,,
ENST00000333137.12,2.98019801980198,7.930693069306931
ENST00000358743.5,2.98019801980198,8.92079207920792
ENST00000347557.6,2.98019801980198,8.92079207920792
ENST00000619644.4,1.3322259136212624,0.9000999000999002
ENST00000609017.1,1.0,1.0908265213442325
ENST00000612341.4,1.0,1.1109877913429522
ENST00000404574.5,1.0,1.2496878901373283
ENST00000400299.6,,301.0
ENST00000611680.1,,301.0
ENST00000420779.2,,
ENST00000402395.5,,
ENST00000412277.6,,
ENST00000620191.4,,
ENST00000331075.10,,
ENST00000400294.6,,
ENST00000404390.7,,
ENST00000405300.5,,
ENST00000402238.5,,
ENST00000404453.5,,
ENST00000401755.1,,
ENST00000215885.4,,
ENST00000397595.2,,
ENST00000583386.1,,
ENST00000326132.11,301.0,601.0
ENST00000426256.6,2.492537313432836,5.9504950495049505
ENST00000266252.8,2.492537313432836,1.9966777408637875
ENST00000526089.1,1.3331112591605598,1.0
ENST00000406516.5,,
ENST00000331728.9,,
ENST00000362825.1,,
ENST00000365149.1,,1.0
ENST00000333611.8,,1.0
ENST00000340552.4,,1.664451827242525
ENST00000402249.7,,
ENST00000215912.10,,
ENST00000441972.5,,
ENST00000440456.5,,
ENST00000391240.1,,
ENST00000215919.3,,
ENST00000351933.8,,
ENST00000405309.7,,
ENST00000266269.10,,
ENST00000504184.3,,
ENST00000383888.1,,
ENST00000331457.9,2601.0,2001.0000000000002
ENST00000655902.1,1.0,1.0
ENST00000362378.1,1.2493765586034913,1.0
ENST00000397523.5,1.9950248756218907,601.0
ENST00000397525.5,,
ENST00000344710.9,,
ENST00000330125.10,,
ENST00000665497.1,,
ENST00000540643.5,,
ENST00000432498.5,,
ENST00000443011.5,,
ENST00000400288.7,3.9702970297029703,500.99999999999994
ENST00000400289.5,3.9702970297029703,500.99999999999994
ENST00000629688.1,1.598802395209581,1.9983361064891847
ENST00000444403.1,1.0,1.0
ENST00000416920.1,1.0,1.0
ENST00000445477.1,,1.1426533523537803
ENST00000613748.1,1.3322259136212624,0.7275204359673024
ENST00000382151.6,1.3327787021630615,1.1109877913429522
ENST00000266095.9,,1.3322259136212624
ENST00000397500.5,,1.3322259136212624
ENST00000439502.6,,
ENST00000327423.11,,
ENST00000535622.6,,
ENST00000642974.1,,
ENST00000645711.1,,
ENST00000644331.1,,
ENST00000645560.1,,
ENST00000437411.6,,
ENST00000433147.2,,
ENST00000646755.1,,
ENST00000382112.8,,
ENST00000647438.1,,
ENST00000400248.7,,
ENST00000646969.1,,
ENST00000642696.1,,
ENST00000651528.2,,
ENST00000400242.8,,
ENST00000645015.1,,
ENST00000646465.1,,
ENST00000400249.7,,
ENST00000382111.6,601.0,301.0
ENST00000646701.1,6.9405940594059405,4.96039603960396
ENST00000645407.1,2.6611295681063125,4.96039603960396
ENST00000488827.3,1.0,0.8003992015968063
ENST00000429025.1,1.0,1.3322259136212624
ENST00000517100.1,,1.0
ENST00000454534.1,,1.0
ENST00000654264.1,,
ENST00000676309.1,,
ENST00000667186.2,,
ENST00000641789.2,,
ENST00000397492.1,,
ENST00000248975.6,,
ENST00000484682.2,1.14278914802475,0.8928953945019635
ENST00000623735.2,1.0951927653498335,0.8928953945019635
ENST00000430449.1,,
ENST00000416995.2,,
ENST00000658411.1,,
ENST00000436395.1,,
ENST00000464862.3,,
ENST00000423610.1,,
ENST00000266088.9,,
ENST00000543737.2,,
ENST00000432373.1,,
ENST00000423412.1,,
ENST00000448124.1,,
ENST00000416196.1,,
ENST00000436294.1,,
ENST00000382097.4,,
ENST00000426354.1,,
ENST00000618747.1,,
ENST00000523725.1,,
ENST00000248983.8,,
ENST00000400237.2,,
ENST00000652607.1,,
ENST00000452181.2,,
ENST00000266086.6,,
ENST00000397477.2,,
ENST00000608926.1,,
ENST00000668765.1,,
ENST00000397468.5,,
ENST00000605398.1,,
ENST00000249007.4,,
ENST00000617561.1,,
ENST00000658273.1,,
ENST00000617624.1,,
ENST00000659039.1,,
ENST00000420171.1,,
ENST00000430579.1,,
ENST00000655996.1,,
ENST00000444848.1,,
ENST00000453679.1,,1.4975124378109452
ENST00000216038.6,1801.0000000000002,4401.0
ENST00000397450.2,,
ENST00000300399.8,,
ENST00000397452.5,,
ENST00000266087.12,,
ENST00000452138.3,1.5549389567147613,1.36330608537693
ENST00000397426.5,1.6659267480577136,1.635785649409628
ENST00000332840.9,,
ENST00000619146.1,,
ENST00000428201.1,,
ENST00000516081.1,,
ENST00000444982.1,,
ENST00000266085.7,,
ENST00000446798.1,,
ENST00000358763.7,,
ENST00000653890.1,,
ENST00000447396.1,,
ENST00000421145.1,,
ENST00000434741.1,,0.6007984031936128
ENST00000453924.1,,0.6672212978369384
ENST00000580680.1,,1.0
ENST00000674780.1,1.0,1.0
ENST00000674999.1,1.0,1.0
ENST00000517198.2,1.0,1.1663893510815309
ENST00000630737.1,1.0,1.1663893510815309
ENST00000445391.1,1.0,1.0
ENST00000448275.6,1.0,1.0
ENST00000453336.5,1.0,1.0
ENST00000610186.6,1.7132667617689017,2.6611295681063125
ENST00000608642.6,1.7132667617689017,2.6611295681063125
ENST00000476315.2,1.7132667617689017,2.6611295681063125
ENST00000609799.6,1.7132667617689017,2.6611295681063125
ENST00000676126.1,7.930693069306931,301.0
ENST00000674668.1,7.930693069306931,301.0
ENST00000676132.1,0.8573466476462197,
ENST00000675416.1,1.3327787021630615,
ENST00000402320.6,,
ENST00000354992.7,,
ENST00000397394.8,,
ENST00000610170.1,,1.0
ENST00000675277.1,,
ENST00000674789.1,,
ENST00000676370.1,,
ENST00000676070.1,,
ENST00000413114.6,,
ENST00000654009.1,,
ENST00000665458.1,,
ENST00000668175.1,,
ENST00000658408.1,,
ENST00000661218.1,,
ENST00000457251.1,,
ENST00000624442.1,,
ENST00000423712.1,,
ENST00000440858.1,,
ENST00000668433.1,,
ENST00000308700.6,,
ENST00000404699.7,,
ENST00000610215.1,,
ENST00000414048.1,,
ENST00000458450.1,1.4975124378109452,3.985074626865672
ENST00000423311.1,,
ENST00000459160.1,,
ENST00000216106.6,301.0,
ENST00000447733.5,,
ENST00000609073.1,,
ENST00000411850.5,,
ENST00000425375.5,,
ENST00000449058.7,,1401.0
ENST00000579518.1,1.0,1.3322259136212624
ENST00000620069.1,1.0,1.0
ENST00000632196.1,,
ENST00000631502.1,,
ENST00000216117.9,301.0,500.99999999999994
ENST00000677931.1,301.0,500.99999999999994
ENST00000679074.1,301.0,500.99999999999994
ENST00000382011.9,1201.0,14.861386138613861
ENST00000216122.9,1201.0,14.861386138613861
ENST00000417397.2,,
ENST00000610000.1,,
ENST00000216127.5,,
ENST00000401702.5,,
ENST00000397326.7,1.3322259136212624,
ENST00000397328.5,1.0,
ENST00000406324.5,1.4975124378109452,
ENST00000359787.5,,
ENST00000472240.1,,
ENST00000409652.5,2.1412268188302424,6.472636815920398
ENST00000417782.1,,
ENST00000415961.2,,
ENST00000249044.2,,
ENST00000397303.6,1.832639467110741,2.2078300708038316
ENST00000414461.6,1.4163197335553708,0.9655291278869356
ENST00000416721.6,1.9987515605493136,1.5497251374312844
ENST00000449924.6,1.0,1.582847626977519
ENST00000262829.11,1.0,1.582847626977519
ENST00000405409.6,1.0,1.0
ENST00000436210.1,1.0,1.0908265213442325
ENST00000359369.8,1.9975062344139651,2.1647254575707153
ENST00000625157.1,1.0,0.8573466476462197
ENST00000438146.7,,
ENST00000623420.1,,
ENST00000624264.1,,
ENST00000623490.1,,
ENST00000624395.1,,
ENST00000424878.3,2.6611295681063125,2.492537313432836
ENST00000349314.6,,
ENST00000397293.6,,
ENST00000361710.6,,
ENST00000397287.6,,
ENST00000425366.1,,
ENST00000437339.1,,
ENST00000414147.1,,
ENST00000454926.1,,
ENST00000439552.1,,
ENST00000426108.1,,
ENST00000683024.1,,
ENST00000684666.1,,
ENST00000397275.6,,
ENST00000332987.5,,
ENST00000352371.5,,
ENST00000616056.4,,
ENST00000358502.10,6.970149253731344,5.975124378109453
ENST00000451256.6,6.970149253731344,5.975124378109453
ENST00000249066.10,,
ENST00000422706.5,8.92079207920792,400.99999999999994
ENST00000426053.5,8.92079207920792,400.99999999999994
ENST00000319136.8,8.92079207920792,400.99999999999994
ENST00000397278.8,4.98671096345515,2.9900497512437814
ENST00000397279.8,4.98671096345515,2.9900497512437814
ENST00000622122.1,1.3477504890241252,1.5881488016468166
ENST00000663925.1,0.9848507801848205,1.0108683838713184
ENST00000401701.1,1.0,0.9500083319446759
ENST00000216181.11,20.801980198019802,30.353233830845774
ENST00000424761.1,,1.9950248756218907
ENST00000413110.1,,
ENST00000516416.1,,
ENST00000442579.1,,
ENST00000403313.5,4.96039603960396,1.3996003996003996
ENST00000416967.1,,4.4825870646766175
ENST00000216185.7,,4.4825870646766175
ENST00000397223.4,0.5008319467554077,0.8336106489184693
ENST00000216187.10,,
ENST00000397224.9,,
ENST00000405442.5,1.0644953240890034,1.0425441395447776
ENST00000216190.13,15.427860696517415,4501.0
ENST00000339367.4,,
ENST00000433970.1,,
ENST00000562756.1,,
ENST00000300105.7,,
ENST00000430281.1,,
ENST00000656882.1,,
ENST00000667675.1,1.0908265213442325,0.7780244173140954
ENST00000433985.7,400.99999999999994,301.0
ENST00000340630.9,301.0,301.0
ENST00000404171.1,1.0,1.0
ENST00000417792.1,1.0,1.0
ENST00000417718.7,1001.0,1001.0
ENST00000216200.9,,
ENST00000397147.7,,
ENST00000248899.11,,3.9702970297029703
ENST00000650827.1,1.4975124378109452,1.0
ENST00000650698.1,,1.0
ENST00000619915.1,0.4293865905848787,
ENST00000403662.8,,
ENST00000262825.9,,
ENST00000406230.5,3.9702970297029703,1.9975062344139651
ENST00000447905.1,,
ENST00000400221.1,,
ENST00000402860.7,,
ENST00000405091.6,,
ENST00000381821.2,,
ENST00000516603.1,1.0,0.9231064975009612
ENST00000249042.8,,301.0
ENST00000403892.7,,301.0
ENST00000401419.7,,
ENST00000404802.7,,
ENST00000429360.6,,
ENST00000341116.7,,
ENST00000404393.5,,
ENST00000622841.1,,
ENST00000397225.2,,
ENST00000628507.1,,
ENST00000666567.1,,
ENST00000610767.4,,
ENST00000402077.7,,
ENST00000403888.7,,
ENST00000364208.1,1.0,1.0
ENST00000414203.2,,
ENST00000346753.9,,
ENST00000381792.6,,
ENST00000442782.7,,
ENST00000406725.6,,
ENST00000676104.1,,
ENST00000406856.7,,
ENST00000216223.10,,
ENST00000419128.1,,
ENST00000434784.1,1.0,
ENST00000337843.7,1.0,
ENST00000397110.6,1.0,
ENST00000617123.1,,
ENST00000610913.2,,
ENST00000436709.1,,
ENST00000401529.3,7.930693069306931,1801.0000000000002
ENST00000249071.11,601.0,1401.0
ENST00000405484.5,,
ENST00000406508.5,,
ENST00000402997.5,,
ENST00000405206.3,,
ENST00000248901.11,301.0,
ENST00000445088.1,,
ENST00000666674.1,,
ENST00000609322.1,,
ENST00000430883.5,0.6007984031936128,
ENST00000402918.7,,
ENST00000356998.8,,2.993355481727575
ENST00000416983.7,,3.985074626865672
ENST00000406271.7,,
ENST00000251973.10,,500.99999999999994
ENST00000403299.5,,
ENST00000428838.1,,
ENST00000249014.5,,
ENST00000615981.1,,
ENST00000215886.6,,
ENST00000381756.9,,
ENST00000405147.7,301.0,
ENST00000343632.9,301.0,
ENST00000325180.12,301.0,
ENST00000406772.5,2.993355481727575,5.9504950495049505
ENST00000649765.2,,
ENST00000451997.6,,400.99999999999994
ENST00000456099.1,,
ENST00000215904.7,,
ENST00000403251.1,1.1996007984031936,0.8572448251249107
ENST00000468873.3,,
ENST00000215909.10,99.50746268656717,26801.0
ENST00000359114.9,601.0,1001.0
ENST00000611699.1,5.9504950495049505,9.91089108910891
ENST00000455236.4,1.7481296758104738,1.8319467554076538
ENST00000644935.1,,
ENST00000403663.6,,
ENST00000407319.7,,
ENST00000340857.4,,
ENST00000323205.10,,
ENST00000248924.11,,301.0
ENST00000249041.3,,
ENST00000406423.5,1.4975124378109452,0.7146932952924394
ENST00000411961.6,,
ENST00000215941.9,,
ENST00000385210.1,,
ENST00000384963.1,,
ENST00000412331.6,,2.9900497512437814
ENST00000609454.5,,
ENST00000624234.3,2901.0,4701.0
ENST00000381683.10,3900.9999999999995,6001.0
ENST00000652021.1,3900.9999999999995,6101.0
ENST00000406934.5,1.0,1.0517152215135321
ENST00000623726.1,1.0,1.0
ENST00000384498.1,,
ENST00000454685.6,,
ENST00000215957.10,,
ENST00000445494.6,,500.99999999999994
ENST00000680578.1,,500.99999999999994
ENST00000424008.2,,500.99999999999994
ENST00000624344.1,,0.7503121098626716
ENST00000609976.1,,
ENST00000249079.6,,
ENST00000403305.6,,
ENST00000403026.5,,
ENST00000619227.4,,
ENST00000460648.5,18.821782178217823,12.960132890365449
ENST00000407936.5,18.821782178217823,12.960132890365449
ENST00000488684.5,18.821782178217823,13.292358803986712
ENST00000442738.7,18.821782178217823,13.292358803986712
ENST00000606538.5,19.811881188118814,4.773584905660377
ENST00000405557.5,19.811881188118814,4.773584905660377
ENST00000470701.1,2.49812734082397,3.0699500356887937
ENST00000611508.1,1.2630886608787162,1.2285061411025422
ENST00000396884.8,,301.0
ENST00000360880.6,1.4975124378109452,1.4975124378109452
ENST00000578108.1,,1.2493765586034913
ENST00000410099.1,1.4975124378109452,1.9950248756218907
ENST00000609265.1,,
ENST00000404072.7,,
ENST00000356976.8,2.98019801980198,1.9950248756218907
ENST00000445483.1,0.7506234413965087,1.181653042688465
ENST00000320521.10,,
ENST00000609162.1,,
ENST00000381669.8,,
ENST00000624072.1,1.0,1.3322259136212624
ENST00000668949.1,1.0,1.0
ENST00000335539.7,1.3322259136212624,1.0
ENST00000667521.1,3.9702970297029703,1.4975124378109452
ENST00000663895.1,400.99999999999994,301.0
ENST00000402064.5,400.99999999999994,301.0
ENST00000332509.8,400.99999999999994,301.0
ENST00000664587.1,400.99999999999994,301.0
ENST00000538999.1,,
ENST00000538320.5,,
ENST00000338483.7,,301.0
ENST00000426621.6,1.0,1.0
ENST00000407965.1,0.7275204359673024,0.7858672376873662
ENST00000660610.1,,400.99999999999994
ENST00000420172.1,0.8572108519752499,0.6001599360255897
ENST00000478699.2,0.9412110523221634,1.0
ENST00000361684.8,1.0,1.0
ENST00000361906.8,301.0,301.0
ENST00000622344.1,,
ENST00000413574.6,,
ENST00000396832.6,,
ENST00000403904.5,,
ENST00000405675.7,,
ENST00000359867.7,,
ENST00000381646.6,1.9966777408637875,
ENST00000454123.1,1.0,1.4975124378109452
ENST00000400206.7,,
ENST00000428294.5,,2.98019801980198
ENST00000443658.5,,301.0
ENST00000652019.1,,
ENST00000433230.1,,
ENST00000662373.1,,
ENST00000303592.3,,
ENST00000409006.3,301.0,400.99999999999994
ENST00000216014.9,301.0,2.492537313432836
ENST00000396821.8,4501.0,29.358208955223883
ENST00000428462.6,,
ENST00000216024.7,,500.99999999999994
ENST00000616615.4,,500.99999999999994
ENST00000446147.2,,
ENST00000355830.11,,
ENST00000535113.7,,
ENST00000540952.6,,
ENST00000216029.7,,701.0
ENST00000619293.1,1.664451827242525,1.0
ENST00000423346.1,1.9950248756218907,0.9231360491929285
ENST00000653554.1,1.7481296758104738,1.0
ENST00000666731.1,,
ENST00000444381.1,,
ENST00000656432.1,,
ENST00000216034.6,2601.0,4201.0
ENST00000216039.9,2.98019801980198,
ENST00000683374.1,,
ENST00000216044.10,,
ENST00000418695.1,0.7060552616108171,0.9200319872051179
ENST00000420118.1,2.32890365448505,7.586826347305389
ENST00000418803.1,2.32890365448505,4.745318352059925
ENST00000609428.1,1.0,0.9285969296679757
ENST00000416406.1,0.4784876140808344,0.4092251760963418
ENST00000609212.1,0.7501041232819659,0.7556098644745612
